"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Revealing Glycosylation Patterns in ","https://scispace.com/paper/38932522","2024","Journal Article","Journal of agricultural and food chemistry","de Ram
van der Lugt
Elzinga
Geerlings
Steegenga
Belzer
Schols","10.1021/acs.jafc.4c01401","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11247495/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on mucin glycosylation patterns and host–microbe interactions, without experiments on R. gnavus growth, metabolism, or carbon source testing.","The human intestinal mucus layer protects against pathogenic microorganisms and harmful substances, whereas it also provides an important colonization niche for mutualistic microbes. The main functional components of mucus are heavily glycosylated proteins, called mucins. Mucins can be cleaved and utilized by intestinal microbes. The mechanisms between intestinal microbes and the regulation of mucin glycosylation are still poorly understood. In this study, "
"Dysbiosis in Metabolic Genes of the Gut Microbiomes of Patients with an Ileo-anal Pouch Resembles That Observed in Crohn's Disease.","https://scispace.com/paper/33653942","2021","Journal Article","mSystems","Dubinsky
Reshef
Rabinowitz
Yadgar
Godny
Zonensain
Wasserberg
Dotan
Gophna","10.1128/mSystems.00984-20","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8546988/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on metagenomic dysbiosis in pouchitis and Crohn's disease; no experiments on R. gnavus, mucin growth assays, or related metabolic analyses.","Crohn's disease (CD), ulcerative colitis (UC), and pouchitis are multifactorial and chronic inflammatory bowel diseases (IBD). Pouchitis develops in former UC patients after proctocolectomy and ileal-pouch-anal anastomosis and is characterized by inflammation of the previously normal small intestine comprising the pouch. The extent to which microbial functional alteration (dysbiosis) in pouchitis resembles that of CD or UC has not been investigated, and the pathogenesis of pouchitis remains unknown. We collected 208 fecal metagenomes from 69 patients with a pouch (normal pouch and pouchitis) and compared them to publicly available metagenomes of patients with CD ("
"The role of the mucin-glycan foraging Ruminococcus gnavus in the communication between the gut and the brain","https://scispace.com/paper/the-role-of-the-mucin-glycan-foraging-ruminococcus-gnavus-in-3ue4968e","2022","Journal Article","Gut microbes","Erika Coletto
Dimitrios Latousakis
Matthew G. Pontifex
Emmanuelle H. Crost
Laura Vaux
Estella Perez Santamarina
Andrew J. Goldson
Arlaine Brion
Mohammad K. Hajihosseini
David Vauzour
George M. Savva
Nathalie Juge","10.1080/19490976.2022.2073784","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on in vivo monocolonization effects, not on in vitro mucin growth assays or metabolic analyses of mucin catabolism.","ABSTRACT Ruminococcus gnavus is a prevalent member of the human gut microbiota, which is over-represented in inflammatory bowel disease and neurological disorders. We previously showed that the ability of R. gnavus to forage on mucins is strain-dependent and associated with sialic acid metabolism. Here, we showed that mice monocolonized with R. gnavus ATCC 29149 (Rg-mice) display changes in major sialic acid derivatives in their cecum content, blood, and brain, which is accompanied by a significant decrease in the percentage of sialylated residues in intestinal mucins relative to germ-free (GF) mice. Changes in metabolites associated with brain function such as tryptamine, indolacetate, and trimethylamine N-oxide were also detected in the cecal content of Rg-mice when compared to GF mice. Next, we investigated the effect of R. gnavus monocolonization on hippocampus cell proliferation and behavior. We observed a significant decrease of PSA-NCAM immunoreactive granule cells in the dentate gyrus (DG) of Rg-mice as compared to GF mice and recruitment of phagocytic microglia in the vicinity. Behavioral assessments suggested an improvement of the spatial working memory in Rg-mice but no change in other cognitive functions. These results were also supported by a significant upregulation of genes involved in proliferation and neuroplasticity. Collectively, these data provide first insights into how R. gnavus metabolites may influence brain regulation and function through modulation of granule cell development and synaptic plasticity in the adult hippocampus. This work has implications for further understanding the mechanisms underpinning the role of R. gnavus in neurological disorders."
"Development of a novel human intestinal model to elucidate the effect of anaerobic commensals on Escherichia coli infection.","https://scispace.com/paper/35302159","2022","Journal Article","Disease models & mechanisms","McGrath
Laveckis
Bell
Crost
Juge
Schüller","10.1242/dmm.049365","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9066490/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a microaerobic, mucus‑producing co‑culture model to study commensal protection against EPEC; does not examine R. gnavus growth on mucin, metabolic pathways, or carbon‑source comparisons.","The gut microbiota plays a crucial role in protecting against enteric infection. However, the underlying mechanisms are largely unknown owing to a lack of suitable experimental models. Although most gut commensals are anaerobic, intestinal epithelial cells require oxygen for survival. In addition, most intestinal cell lines do not produce mucus, which provides a habitat for the microbiota. Here, we have developed a microaerobic, mucus-producing vertical diffusion chamber (VDC) model and determined the influence of Limosilactobacillus reuteri and Ruminococcus gnavus on enteropathogenic Escherichia coli (EPEC) infection. Optimization of the culture medium enabled bacterial growth in the presence of mucus-producing T84/LS174T cells. Whereas L. reuteri diminished EPEC growth and adhesion to T84/LS174T and mucus-deficient T84 epithelia, R. gnavus only demonstrated a protective effect in the presence of LS174T cells. Reduced EPEC adherence was not associated with altered type III secretion pore formation. In addition, co-culture with L. reuteri and R. gnavus dampened EPEC-induced interleukin 8 secretion. The microaerobic mucin-producing VDC system will facilitate investigations into the mechanisms underpinning colonization resistance and aid the development of microbiota-based anti-infection strategies. This article has an associated First Person interview with the first author of the paper."
"Perspectives on ruminant nutrition and metabolism I. Metabolism in the rumen.","https://scispace.com/paper/perspectives-on-ruminant-nutrition-and-metabolism-i-1kb8wazzr5","1998","Journal Article","Nutrition Research Reviews","E. F. Annison
Wayne L. Bryden","10.1079/NRR19980014","https://scispace.com/pdf/perspectives-on-ruminant-nutrition-and-metabolism-i-1kb8wazzr5.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on rumen protein degradation and measurement methods; no mention of Ruminococcus gnavus, mucin, or related in‑vitro assays.","Advances in knowledge of ruminant nutrition and metabolism during the second half of the twentieth century have been reviewed. Part I is concerned with metabolism in the rumen: Part II discusses utilization of nutrients absorbed from the rumen and lower tract to support growth and reproduction. The time frame was prompted by the crucial advances in ruminant physiology which arose from the work of Sir Jospeh Barcroft and his colleagues at Cambridge in the 1940s and 50s, and by the brilliant studies of Robert Hungate on rumen microbiology at much the same time.In reviewing the growth of knowledge of the role of bacteria, protozoa, fungi and bacteriophages in the rumen, outstanding developments have included the identification and characterization of fungi and the recognition that the utilization of polysaccharides in the rumen is accomplished by the sequential activities of consortia of rumen microorganisms. The role of protozoa is discussed in relation to the long standing debate on whether or not the removal of protozoa (defaunation) improves the efficiency of ruminant production. In relation to nitrogen (N) metabolism, the predation of bacteria by protozoa increases protein turnover in the rumen and reduces the efficiency of microbial protein production. This may account for the beneficial effects of defaunation where dietary N intakes are low and possibly rate limiting for growth and production.Current approaches to the measurement of rates of production of short chain fatty acids (SCFA) in the rumen based on the mathematical modelling of isotope dilution data are outlined. The absorption of SCFA from the rumen and hindgut is primarily a passive permeation process.The role of microorganisms in N metabolism in the rumen has been discussed in relation to ammonia and urea interrelationships and to current inadequacies in the measurement of both protein degradation in the rumen and microbial protein synthesis. The growth of knowledge of digestion and absorption of dietary lipids has been reviewed with emphasis on the antimicrobial activity of lipids and the biohydrogenation of unsaturated fatty acids. The protection of unsaturated dietary fats from ruminal biohydrogenation is an approach to the manipulation of the fatty acid composition of meat and dairy products.Discussion of the production of toxins in the rumen and the role of microorganisms in detoxification has focused on the metabolism of oxalate, nitrate, mycotoxins, saponins and the amino acid mimosine. Mimosine occurs in the tropical shrub leucaena, which is toxic to cattle in Australia but not in Hawaii. Tolerance to leucaena stems from the presence of a bacterium found in the rumen of Hawaiian cattle, which when transferred to Australian cattle survives and confers protection from mimosine. The genetic modification of rumen microorganisms to improve their capacity to ultilize nutrients or to detoxify antinutritive factors is an attractive strategy which has been pursued with outstanding success in the case of fluoroacetate. A common rumen bacterium has been genetically modified to express the enzyme fluoroacetate dehalogenase. The modified organism has been shown to survive in the rumen at metabolically significant levels and to confer substantial protection from fluoroacetate poisoning."
"Parâmetros da degradação protéica ruminal de diferentes alimentos e rações estimados por técnica in vitro","https://scispace.com/paper/parametros-da-degradacao-proteica-ruminal-de-diferentes-grncjooobf","2007","Journal Article","Arquivo Brasileiro De Medicina Veterinaria E Zootecnia","Rogério de Paula Lana
W.M. Leopoldino
Juliana Silva de Oliveira
R. G. Veloso
P. M. M. Nunes
Augusto César de Queiroz","10.1590/S0102-09352007000200023","https://scispace.com/pdf/parametros-da-degradacao-proteica-ruminal-de-diferentes-grncjooobf.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Study focuses on ruminal protein degradation of feeds, not on R. gnavus or mucin utilization, thus irrelevant to all listed criteria.","Three experiments were carried out in order to study the parameters of ruminal protein degradation. In the first, isoproteic diets, constituted of elephant grass, ground corn and soybean meal, at five concentrate levels (0:100, 25:75, 50:50, 75:25 e 100:0), with or without monensin (5µM), were incubated in ruminal fluid of bovines. There was a decreasing linear effect of the concentrate level on ammonia concentration and degradability of crude protein, and cubic effect in soluble protein concentration, with the largest value in the diet with 25% concentrate. Monensin decreased degradability of crude protein and soluble protein concentration with no effect on ammonia production. In the second, five different roughages (corn and elephant grass silage - Pennisetum purpureum, Brachiaria haylage - Brachiaria decumbens, ammoniated Tifton 85 hay - Cynodon sp. e Tifton 85 hay). The were incubated Brachiaria haylage and the ammoniated Tifton 85 hay showed the greatest concentrations of ammonia (8.7 and 5.3mg/dl) and soluble protein (5.4 and 7.0mg/dl), due to their higher crude protein content, followed by elephant grass silage and Tifton 85 hay. The degradability of crude protein ranged from 29.6 to 80.6% for Brachiaria haylage and Tifton 85 hay, and the degradability of dry matter ranged from 40.1 to 64.3% for elephant grass silage and Brachiaria haylage, respectively. The effective degradability of crude protein showed low values due to low degradation rate of the insoluble fraction. In the third, four different poultry litter (hulls coffee, shopped dry elephant grass, corn cobs and wood shavings) were incubated, with or without monensin (5µM). No difference in ammonia concentration among the poultry litter samples, was observed in the absence of monensin. However, when monensin was present, the grass poultry litter showed the lowest ammonia level and wood poultry litter the highest. The poultry litter influenced the soluble protein content and the degradability of crude protein, which ranged from 9.0 to 14.5 mg/dl and 39 to 63%, respectively, with no monensin effects."
"Does intra-ruminal nitrogen recycling waste valuable resources? A review of major players and their manipulation.","https://scispace.com/paper/does-intra-ruminal-nitrogen-recycling-waste-valuable-tflxuz0ayj","2018","Journal Article","Journal of animal science and biotechnology","Thomas Hartinger
Nina Gresner
Karl-Heinz Südekum","10.1186/S40104-018-0249-X","https://scispace.com/pdf/does-intra-ruminal-nitrogen-recycling-waste-valuable-tflxuz0ayj.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on rumen nitrogen recycling, ionophores, and probiotics; no content on Ruminococcus gnavus, mucin, or related gut‑microbe assays.","Nitrogenous emissions from ruminant livestock production are of increasing public concern and, together with methane, contribute to environmental pollution. The main cause of nitrogen-(N)-containing emissions is the inadequate provision of N to ruminants, leading to an excess of ammonia in the rumen, which is subsequently excreted. Depending on the size and molecular structure, various bacterial, protozoal and fungal species are involved in the ruminal breakdown of nitrogenous compounds (NC). Decelerating ruminal NC degradation by controlling the abundance and activity of proteolytic and deaminating microorganisms, but without reducing cellulolytic processes, is a promising strategy to decrease N emissions along with increasing N utilization by ruminants. Different dietary options, including among others the treatment of feedstuffs with heat or the application of diverse feed additives, as well as vaccination against rumen microorganisms or their enzymes have been evaluated. Thereby, reduced productions of microbial metabolites, e.g. ammonia, and increased microbial N flows give evidence for an improved N retention. However, linkage between these findings and alterations in the rumen microbiota composition, particularly NC-degrading microbes, remains sparse and contradictory findings confound the exact evaluation of these manipulating strategies, thus emphasizing the need for comprehensive research. The demand for increased sustainability in ruminant livestock production requests to apply attention to microbial N utilization efficiency and this will require a better understanding of underlying metabolic processes as well as composition and interactions of ruminal NC-degrading microorganisms."
"Plasma and feces multiomics unveil cognition-associated perturbations of chronic inflammatory pathways of the gut-microbiota-brain axis.","https://scispace.com/paper/41164885","2025","Journal Article","Alzheimer's & dementia : the journal of the Alzheimer's Association","Hosseinkhani
Chevalier
Marizzoni
Park
Bos
Dunjko
van Duijn
Harms
Frisoni
Hankemeier","10.1002/alz.70844","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12572818/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on plasma/fecal multiomics linking gut dysbiosis to cognition; no R. gnavus mucin growth or metabolic assays reported.","Gut-microbiota dysbiosis has been linked to cognitive decline. Given its role in metabolism, immunity, and environmental interactions, broader molecular signaling alterations are likely."
"Influência da monensina e levedura sobre parâmetros ruminais e metabólicos em cordeiros semiconfinados - DOI: 10.4025/actascianimsci.v30i2.4687","https://scispace.com/paper/influencia-da-monensina-e-levedura-sobre-parametros-ruminais-3ghze6zqzl","2008","Journal Article","Acta Scientiarum. Animal Sciences","Vinícius Coitinho Tabeleão
Francisco Augusto Burcket Del Pino
Maikel Alan Goulart
Elizabeth Schwegler
Sandra Vieira de Moura","10.4025/ACTASCIANIMSCI.V30I2.4687","https://scispace.com/pdf/influencia-da-monensina-e-levedura-sobre-parametros-ruminais-3ghze6zqzl.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Study focuses on monensin and yeast effects on rumen parameters in sheep; no relevance to R. gnavus, mucin, or related gut‑microbe assays.","The aim of this study was to verify the influence of monensin and yeast supplements on rumination and metabolic parameters in semi-confined lamb. Thirty animals were divided into 3 groups: control (without supplement), ionophore (500 g t-1 of Rumensin ® ) and yeast (500 g t-1 of Beefsac ® ), were used. These animals were kept in semi-confinement, receiving the feed equivalent to 2% of their live weight. Samples of the ruminal fluid were collected every 7 days, in order to determine the pH, redox potential, time of sedimentation and fluctuation, color, odor, consistency and protozoa movement. The same interval was used for blood sampling collection. The concentrations of glucose, urea, total cholesterol, triacylglycerol, albumin, oxaloacetic transaminase and γ-glutaril-transferase were determined. The yeast group presented lower values (p 0.05). In relation to metabolic parameters, differences (p > 0.05) in concentrations of glucose, total cholesterol, albumin and oxaloacetic transaminase were not observed. However, urea, triacylglycerol and γ-glutaril-transferase were higher (p < 0.05) in the yeast group. Based on the results, it can be concluded that the use of supplements does not alter ruminal parameters in relation to physiological patterns."
"Mucin utilization by gut microbiota: recent advances on characterization of key enzymes","https://scispace.com/paper/mucin-utilization-by-gut-microbiota-recent-advances-on-gqg41qk6","2023","Journal Article","Essays in Biochemistry","","10.1042/ebc20220121","https://scispace.com/pdf/mucin-utilization-by-gut-microbiota-recent-advances-on-gqg41qk6.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review summarizes mucin‑degrading enzymes across taxa; no original R. gnavus experiments, growth assays, metabolic data, or controls are presented.","The gut microbiota interacts with the host through the mucus that covers and protects the gastrointestinal epithelium. The main component of the mucus are mucins, glycoproteins decorated with hundreds of different O-glycans. Some microbiota members can utilize mucin O-glycans as carbons source. To degrade these host glycans the bacteria express multiple carbohydrate-active enzymes (CAZymes) such as glycoside hydrolases, sulfatases and esterases which are active on specific linkages. The studies of these enzymes in an in vivo context have started to reveal their importance in mucin utilization and gut colonization. It is now clear that bacteria evolved multiple specific CAZymes to overcome the diversity of linkages found in O-glycans. Additionally, changes in mucin degradation by gut microbiota have been associated with diseases like obesity, diabetes, irritable bowel disease and colorectal cancer. Thereby understanding how CAZymes from different bacteria work to degrade mucins is of critical importance to develop new treatments and diagnostics for these increasingly prevalent health problems. This mini-review covers the recent advances in biochemical characterization of mucin O-glycan-degrading CAZymes and how they are connected to human health. "
"Characterization of plant polysaccharide- and mucin-fermenting anaerobic bacteria from human feces.","https://scispace.com/paper/characterization-of-plant-polysaccharide-and-mucin-2rs2p2sao9","1984","Journal Article","Applied and Environmental Microbiology","C E Bayliss
A P Houston","10.1128/AEM.48.3.626-632.1984","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on diverse fecal isolates, not R. gnavus; lacks targeted mucin growth assays, metabolic profiling, or comparative controls for this species.","Organisms able to grow on arabinogalactan, pectin, xylan, wheat bran, guar, apple cell walls, and mucin were isolated by enrichment from human feces. The number of polysaccharide fermenters and the properties of the predominant bacteria varied between subjects. The ability to use one polysaccharide was not related to the ability to use others. Some organisms (e.g., Bacteroides spp.) isolated on other substrates also utilized mucin, but were not isolated in the mucin enrichment. The mucin fermenters isolated by enrichment had a very restricted ability to utilize complex polysaccharides and their constituent monosaccharides, suggesting that the presence of plant polysaccharides in the human colon is unlikely to prevent the use of colonic mucin as an energy source by bacteria. Characterization with a range of biochemical tests showed that many of the isolates, but especially the mucin fermenters, did not resemble organisms described previously."
"Substitution of molasses for corn grain at two levels of degradable protein. II. Effects on ruminal fermentation, digestion, and nitrogen metabolism.","https://scispace.com/paper/substitution-of-molasses-for-corn-grain-at-two-levels-of-guu5u48h","2022","Journal Article","Journal of Dairy Science","G.I. Zanton
Mary Beth Hall","10.3168/jds.2021-21240","https://scispace.com/pdf/substitution-of-molasses-for-corn-grain-at-two-levels-of-guu5u48h.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on molasses replacement in dairy cow diets, rumen fermentation, and nitrogen metabolism; no relevance to Ruminococcus gnavus or mucin studies.",""
"Gut microbiome and metabolome to discover pathogenic bacteria and probiotics in ankylosing spondylitis","https://scispace.com/paper/gut-microbiome-and-metabolome-to-discover-pathogenic-4vm3jes8jx","2024","Journal Article","Frontiers in Immunology","Yupeng Lai
Wenli Tang
Xiao Luo
Huihui Zheng
Yanpeng Zhang
Meiying Wang
Guangchuang Yu
Min Yang","10.3389/fimmu.2024.1369116","https://scispace.compdf/gut-microbiome-and-metabolome-to-discover-pathogenic-4vm3jes8jx.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies R. gnavus growth in BHI media and metabolite associations, but provides no mucin-based experiments, carbon source comparisons, or genetic manipulations, thus not relevant to mucin utilization criteria.","Previous research has partially revealed distinct gut microbiota in ankylosing spondylitis (AS). In this study, we performed non-targeted fecal metabolomics in AS in order to discover the microbiome–metabolome interface in AS. Based on prospective cohort studies, we further explored the impact of the tumor necrosis factor inhibitor (TNFi) on the gut microbiota and metabolites in AS.To further understand the gut microbiota and metabolites in AS, along with the influence of TNFi, we initiated a prospective cohort study. Fecal samples were collected from 29 patients with AS before and after TNFi therapy and 31 healthy controls. Metagenomic and metabolomic experiments were performed on the fecal samples; moreover, validation experiments were conducted based on the association between the microbiota and metabolites.A total of 7,703 species were annotated using the metagenomic sequencing system and by profiling the microbial community taxonomic composition, while 50,046 metabolites were identified using metabolite profiling. Differential microbials and metabolites were discovered between patients with AS and healthy controls. Moreover, TNFi was confirmed to partially restore the gut microbiota and the metabolites. Multi-omics analysis of the microbiota and metabolites was performed to determine the associations between the differential microbes and metabolites, identifying compounds such as oxypurinol and biotin, which were correlated with the inhibition of the pathogenic bacteria Ruminococcus gnavus and the promotion of the probiotic bacteria Bacteroides uniformis. Through experimental studies, the relationship between microbes and metabolites was further confirmed, and the impact of these two types of microbes on the enterocytes and the inflammatory cytokine interleukin-18 (IL-18) was explored.In summary, multi-omics exploration elucidated the impact of TNFi on the gut microbiota and metabolites and proposed a novel therapeutic perspective: supplementation of compounds to inhibit potential pathogenic bacteria and to promote potential probiotics, therefore controlling inflammation in AS."
"Ruminococcus gnavus: friend or foe for human health","https://scispace.com/paper/ruminococcus-gnavus-friend-or-foe-for-human-health-a4a7r0sd","2023","Journal Article","Fems Microbiology Reviews","Emmanuelle H. Crost
Erika Coletto
Andrew Harwood Bell
Nathalie Juge","10.1093/femsre/fuad014","https://academic.oup.com/femsre/article-pdf/47/2/fuad014/50013722/fuad014.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review summarizes literature; no original mucin growth experiments, assays, metabolic data, or controls. Lacks experimental work required by criteria.","Ruminococcus gnavus was first identified in 1974 as a strict anaerobe in the gut of healthy individuals, and for several decades, its study has been limited to specific enzymes or bacteriocins. With the advent of metagenomics, R. gnavus has been associated both positively and negatively with an increasing number of intestinal and extra-intestinal diseases from inflammatory bowel diseases to neurological disorders. This prompted renewed interest in understanding the adaptation mechanisms of R. gnavus to the gut, and the molecular mediators affecting its association with health and disease. From ca. 250 publications citing R. gnavus since 1990, 94% were published in the last 10 years. In this review, we describe the biological characterisation of R. gnavus, its occurrence in the infant and adult gut microbiota and the factors influencing its colonisation of the gastrointestinal tract; we also discuss the current state of our knowledge on its role in host health and disease. We highlight gaps in knowledge and discuss the hypothesis that differential health outcomes associated with R. gnavus in the gut are strain and niche specific."
"Ruminococcus gnavus E1 modulates mucin expression and intestinal glycosylation.","https://scispace.com/paper/ruminococcus-gnavus-e1-modulates-mucin-expression-and-3iaz4fn1y0","2016","Journal Article","Journal of Applied Microbiology","Fabien Graziani
Ange Pujol
Cendrine Nicoletti
Samir Dou
Marc Maresca
Thierry Giardina
Michel Fons
Josette Perrier","10.1111/JAM.13095","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on how R. gnavus modulates host mucin expression and glycosylation via a secreted factor, without assessing bacterial growth on mucin or metabolic utilization.","Aims
The molecular cross-talk between commensal bacteria and the gut play an important role in the maintenance of the intestinal homeostasis and general health. Here, we studied the impact of a major Gram-positive anaerobic bacterium of the human gut microbiota, that is, Ruminococcus gnavus on the glycosylation pattern and the production of intestinal mucus by the goblet cells.

Methods and Results
Our results showed that R. gnavus E1 specifically increases the expression and the glycosylation level of the intestinal glyco-conjugates by goblet cells in the colonic mucosa of mono-associated mice with R. gnavus E1 as well as in human HT29-MTX cells. Such an effect was mediated through induction of the level of mRNA encoding for the major intestinal gel-forming mucin such as MUC2 and various glycosyltransferase enzymes.

Conclusions
This study demonstrates for the first time that R. gnavus E1 possess the ability to modulate the glycosylation profile of the glyco-conjugate molecules and mucus in goblet cells.

Significance and Impact of the Study
Furthermore, we demonstrated that R. gnavus E1 modified specifically the glycosylation pattern and MUC2 expression by means of a small soluble factor of peptidic nature (<3 kDa) and heat stable in the HT29-MTX cell."
"The proteolytic systems of ruminal microorganisms","https://scispace.com/paper/the-proteolytic-systems-of-ruminal-microorganisms-1o4qiva95g","1996","Journal Article","Annales De Zootechnie","RJ Wallace","10.1051/ANIMRES:19960653","https://scispace.com/pdf/the-proteolytic-systems-of-ruminal-microorganisms-1o4qiva95g.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on rumen microbial proteolysis, not on Ruminococcus gnavus or mucin utilization.","Protein breakdown in the rumen is generally regarded as detrimental to the efficiency of ruminant nutrition, certainly for animals on a relatively high plane of nutrition. Peptides and amino acids arising from proteolysis are potential nutrients for the growth of rumen microorganisms, but they are also liable to be degraded to ammonia and lost from the rumen. Proteolytic activity occurs in all three main categories of rumen microorganisms. Bacteria"
"Phenotypic and genomic diversification in complex carbohydrate degrading human gut bacteria","https://scispace.com/paper/phenotypic-and-genomic-diversification-in-complex-3524mqg6g1","2021","Posted Content","bioRxiv","Nicholas A. Pudlo
Karthik Urs
Robert W. Crawford
Ali Pirani
T. Atherly
Jimenez R
Nicolas Terrapon
Bernard Henrissat
Daniel A. Peterson
C.J. Ziemer
Evan S. Snitkin
Eric C. Martens","10.1101/2021.07.15.452266","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Bacteroidetes carbohydrate utilization, not Ruminococcus gnavus; lacks mucin growth assays, metabolic profiling, or specific controls for R. gnavus.","Symbiotic bacteria are responsible for the majority of complex carbohydrate digestion in the human colon. Since the identities and amounts of dietary polysaccharides directly impact the gut microbiota, determining which microorganisms consume specific nutrients is central to defining the relationship between diet and gut microbial ecology. Using a custom phenotyping array, we determined carbohydrate utilization profiles for 354 members of the Bacteroidetes, a dominant saccharolytic phylum. There was wide variation in the numbers and types of substrates degraded by individual bacteria, but phenotype-based clustering grouped members of the same species indicating that each species performs characteristic roles. The ability to utilize dietary polysaccharides and endogenous mucin glycans was negatively correlated, suggesting exclusion between these niches. By analyzing related Bacteroides ovatus/xylanisolvens strains that vary in their ability to utilize mucin glycans, we addressed whether gene clusters that confer this complex, multi-locus trait are being gained or lost in individual strains. Pangenome reconstruction of these strains revealed a remarkably mosaic architecture in which genes involved in polysaccharide metabolism are highly variable and bioinformatics data provide evidence of interspecies gene transfer that might explain this genomic heterogeneity. Global transcriptomic analyses suggest that the ability to utilize mucin has been lost in some lineages of B. ovatus and B. xylanisolvens, which still harbor residual gene clusters that are involved in mucin utilization by strains that still actively express this phenotype. Our data provide insight into the breadth and complexity of carbohydrate metabolism in the microbiome and the underlying genomic events that shape these behaviors."
"Comparative Genomic Analysis of the Human Gut Microbiome Reveals a Broad Distribution of Metabolic Pathways for the Degradation of Host-Synthetized Mucin Glycans and Utilization of Mucin-Derived Monosaccharides","https://scispace.com/paper/comparative-genomic-analysis-of-the-human-gut-microbiome-3f6kja4g9q","2017","Journal Article","Frontiers in Genetics","Dmitry A. Ravcheev
Ines Thiele","10.3389/FGENE.2017.00111","https://scispace.com/pdf/comparative-genomic-analysis-of-the-human-gut-microbiome-3f6kja4g9q.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides genome‑based pathway reconstructions for many gut microbes, but lacks experimental R. gnavus mucin growth assays, metabolic measurements, or comparative/ genetic studies.","The colonic mucus layer is a dynamic and complex structure formed by secreted and transmembrane mucins, which are high-molecular-weight and heavily glycosylated proteins. Colonic mucus consists of a loose outer layer and a dense epithelium-attached layer. The outer layer is inhabited by various representatives of the human gut microbiota (HGM). Glycans of the colonic mucus can be used by the HGM as a source of carbon and energy when dietary fibers are not sufficiently available. Both commensals and pathogens can utilize mucin glycans. Commensals are mostly involved in the cleavage of glycans, while pathogens mostly utilize monosaccharides released by commensals. This HGM-derived degradation of the mucus layer increases pathogen susceptibility and causes many other health disorders. Here, we analyzed 397 individual HGM genomes to identify pathways for the cleavage of host-synthetized mucin glycans to monosaccharides as well as for the catabolism of the derived monosaccharides. Our key results are as follows: (i) Genes for the cleavage of mucin glycans were found in 86% of the analyzed genomes, which significantly higher than a previous estimation. (ii) Genes for the catabolism of derived monosaccharides were found in 89% of the analyzed genomes. (iii) Comparative genomic analysis identified four alternative forms of the monosaccharide-catabolizing enzymes and four alternative forms of monosaccharide transporters. (iv) Eighty-five percent of the analyzed genomes may be involved in potential feeding pathways for the monosaccharides derived from cleaved mucin glycans. (v) The analyzed genomes demonstrated different abilities to degrade known mucin glycans. Generally, the ability to degrade at least one type of mucin glycan was predicted for 81% of the analyzed genomes. (vi) Eighty-two percent of the analyzed genomes can form mutualistic pairs that are able to degrade mucin glycans and are not degradable by any of the paired organisms alone. Taken together, these findings provide further insight into the inter-microbial communications of the HGM as well as into host-HGM interactions."
