"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Dysbiosis-associated gut bacterium Ruminococcus gnavus varies at the strain level in ability to utilize key mucin component sialic acid","https://scispace.com/paper/dysbiosis-associated-gut-bacterium-ruminococcus-gnavus-4aolqnpmifw2","2024","Journal Article","bioRxiv","Olga M. Sokolovskaya
Jasmina Uzunović
Yutian Peng
Mikiko Okumura
Lingjue Mike Wang
Yuhui Zhou
Zijuan Lai
Elizabeth Skippington
Man-Wah Tan","10.1101/2024.08.02.604340","","Ruminococcus gnavus is a prevalent human gut commensal bacterium with known roles in intestinal mucus degradation, including by catabolism of the terminal mucin sugar sialic acid. While R. gnavus is not considered a pathogen, overabundance of this species is correlated with Inflammatory Bowel Disease (IBD), and its sialic acid metabolism may play a role in the dysbiotic state. Interestingly, liberation of mucin-bound sialic acid by R. gnavus yields the distinct product of 2,7-anhydro-N-acetylneuraminic acid (2,7-anhydro-Neu5Ac), in contrast to other known mucin-degrading bacteria, which generate Neu5Ac. This prompted us to look for 2,7-anhydro-Neu5Ac metabolism proteins in the genomes of 77 R. gnavus clinical isolates. We found that 2,7-anhydro-Neu5Ac metabolism is sporadically distributed in this species with respect to phylogeny and strain origin. We measured sialic acid-dependent growth of 12 sequenced isolates, finding that the presence of 2,7-anhydro-Neu5Ac catabolism proteins was predictive of growth on this substrate. Our analysis also uncovered “partial” 2,7-anhydro-Neu5Ac catabolism pathways in two R. gnavus strains, which we determined constitute the canonical Neu5Ac catabolism pathway, previously unreported in this species. These results reveal a notable diversity of sialic acid catabolism across the R. gnavus species, an essential consideration for further investigations into the importance of this metabolism in mucin degradation and in roles of R. gnavus in IBD and other gut dysbioses.","Ruminococcus gnavus, a gut commensal bacterium linked to Inflammatory Bowel Disease, exhibits strain-level variation in sialic acid metabolism, with some strains capable of utilizing 2,7-anhydro-N-acetylneuraminic acid, a distinct product of mucin degradation."
"Mucin utilization by gut microbiota: recent advances on characterization of key enzymes","https://scispace.com/paper/mucin-utilization-by-gut-microbiota-recent-advances-on-uxkvmq57","2023","Journal Article","Essays in Biochemistry","Grete Raba
A.S. Luis","10.1042/EBC20220121","","Abstract The gut microbiota interacts with the host through the mucus that covers and protects the gastrointestinal epithelium. The main component of the mucus are mucins, glycoproteins decorated with hundreds of different O-glycans. Some microbiota members can utilize mucin O-glycans as carbons source. To degrade these host glycans the bacteria express multiple carbohydrate-active enzymes (CAZymes) such as glycoside hydrolases, sulfatases and esterases which are active on specific linkages. The studies of these enzymes in an in vivo context have started to reveal their importance in mucin utilization and gut colonization. It is now clear that bacteria evolved multiple specific CAZymes to overcome the diversity of linkages found in O-glycans. Additionally, changes in mucin degradation by gut microbiota have been associated with diseases like obesity, diabetes, irritable bowel disease and colorectal cancer. Thereby understanding how CAZymes from different bacteria work to degrade mucins is of critical importance to develop new treatments and diagnostics for these increasingly prevalent health problems. This mini-review covers the recent advances in biochemical characterization of mucin O-glycan-degrading CAZymes and how they are connected to human health.","In this article , a mini-review covers the recent advances in biochemical characterization of mucin O-glycan-degrading CAZymes and how they are connected to human health."
"Selective in vitro degradation of the sialylated fraction of germ-free rat mucins by the caecal flora of the rat","https://scispace.com/paper/selective-in-vitro-degradation-of-the-sialylated-fraction-of-4k3tpapitn","1998","Journal Article","Reproduction Nutrition Development","Nicole Fontaine
Jean-Claude Meslin
Joël Doré","10.1051/RND:19980309","","Mucins, which are synthesized throughout the gastrointestinal tract, may be degraded by the microflora of the large intestine. The present study was undertaken to determine the dif- ferential fate of the various types of mucins. Mucins from germ-free rats were incubated in vitro in the presence of whole caecal flora from the conventional rat. Neutral, acidic and acidic sulphated mucins were spectrophotometrically assayed over time upon anaerobic incubation. Sialylated mucins were more rapidly degraded (90 %) than the other two types after 1 h and almost completely within 4 h. Neutral and acidic sulphated mucins, with a 10-fold and 30-fold lower content than the sialylated fraction in the original substrate, were more slowly degraded and to a lesser extent within 4 h, (55 and 40 %, respectively). The method used in the present study made it possible to investigate the activity of gut bacteria towards the various types of mucins. The degradation of the three mucin types was not uniform, the highest rate and extent of degradation being observed for sialylated mucins. @ Inra/Elsevier, Paris","The degradation of the three mucin types was not uniform, the highest rate and extent of degradation being observed for sialylated mucins, which was more rapidly degraded than the other two types."
"Mucin-Degrading Microbes Release Monosaccharides That Chemoattract Clostridioides difficile and Facilitate Colonization of the Human Intestinal Mucus Layer.","https://scispace.com/paper/mucin-degrading-microbes-release-monosaccharides-that-2kcye5juej","2021","Journal Article","ACS Infectious Diseases","Melinda A. Engevik
Melinda A. Engevik
Amy C. Engevik
Kristen A. Engevik
Jennifer M. Auchtung
Jennifer M. Auchtung
Alexandra Chang-Graham
Wenly Ruan
Wenly Ruan
Ruth Ann Luna
Ruth Ann Luna
Joseph M. Hyser
Jennifer K. Spinler
Jennifer K. Spinler
James Versalovic
James Versalovic","10.1021/ACSINFECDIS.0C00634","","It is widely accepted that the pathogen Clostridioides difficile exploits an intestinal environment with an altered microbiota, but the details of these microbe-microbe interactions are unclear. Adherence and colonization of mucus has been demonstrated for several enteric pathogens and it is possible that mucin-associated microbes may be working in concert with C. difficile. We showed that C. difficile ribotype-027 adheres to MUC2 glycans and using fecal bioreactors, we identified that C. difficile associates with several mucin-degrading microbes. C. difficile was found to chemotax toward intestinal mucus and its glycan components, demonstrating that C. difficile senses the mucus layer. Although C. difficile lacks the glycosyl hydrolases required to degrade mucin glycans, coculturing C. difficile with the mucin-degrading Akkermansia muciniphila, Bacteroides thetaiotaomicron, and Ruminococcus torques allowed C. difficile to grow in media that lacked glucose but contained purified MUC2. Collectively, these studies expand our knowledge on how intestinal microbes support C. difficile.","It is shown that C. difficile ribotype-027 adheres to MUC2 glycans and using fecal bioreactors, it is identified that Caithile associates with several mucin-degrading microbes, expanding the knowledge on how intestinal microbes support C.difficile."
"A single bacterial sulfatase is required for metabolism of colonic mucin O-glycans and intestinal colonization by a symbiotic human gut bacterium","https://scispace.com/paper/a-single-bacterial-sulfatase-is-required-for-metabolism-of-40o37084tn","2020","Posted Content","bioRxiv","Ana S. Luis
Chunsheng Jin
Gabriel V. Pereira
Robert W. P. Glowacki
Sadie R. Gugel
Shaleni Singh
Dominic P. Byrne
Nicholas A. Pudlo
James A. London
Arnaud Baslé
Mark Reihill
Stefan Oscarson
Patrick A. Eyers
Czjzek Mirjam
Gurvan Michel
Tristan Barbeyron
Edwin A. Yates
Gunnar C. Hansson
Niclas G. Karlsson
Alan Cartmell
Eric C. Martens","10.1101/2020.11.20.392076","","Humans have co-evolved with a dense community of microbial symbionts that inhabit the lower intestine. In the colon, secreted mucus creates a physical barrier that separates these microbes from the intestinal epithelium. Some gut bacteria are able to utilize mucin glycoproteins, the main mucus component, as a nutrient source. However, it remains unclear which bacterial enzymes initiate the degradation of the highly complex O -glycans found in mucins. In the colon, these glycans are heavily sulfated, but the specific sulfatases that are active on colonic mucins have not been identified. Here, we show that sulfatases are essential to the utilization of colonic mucin O -glycans by the human gut symbiont Bacteroides thetaiotaomicron . We have characterized the activity of 12 different sulfatases encoded by this species, showing that these enzymes collectively are active on all of the known sulfate linkages in colonic O -glycans. Crystal structures of 3 enzymes provide mechanistic insight into the molecular basis of substrate-specificity. Unexpectedly, we found that a single sulfatase is essential for utilization of sulfated O -glycans in vitro and also plays a major role in vivo . Our results provide insight into the mechanisms of mucin degradation by gut bacteria, an important process for both normal microbial gut colonization and diseases such as inflammatory bowel disease (IBD). Sulfatase activity is likely to be a keystone step in bacterial mucin degradation and inhibition of these enzymes may therefore represent a viable therapeutic path for treatment of IBD and other diseases.","It is found that a single sulfatase is essential for utilization of sulfated O-glycans in vitro and also plays a major role in vivo, providing insight into the mechanisms of mucin degradation by gut bacteria."
"Characterizing the mucin-degrading capacity of the human gut microbiota","https://scispace.com/paper/characterizing-the-mucin-degrading-capacity-of-the-human-gut-11peuk0s","2022","Journal Article","Dental science reports","Janiece Glover
Taylor Ticer
M. Engevik","10.1038/s41598-022-11819-z","","Mucin-degrading microbes are known to harbor glycosyl hydrolases (GHs) which cleave specific glycan linkages. Although several microbial species have been identified as mucin degraders, there are likely many other members of the healthy gut community with the capacity to degrade mucins. The aim of the present study was to systematically examine the CAZyme mucin-degrading profiles of the human gut microbiota. Within the Verrucomicrobia phylum, all Akkermansia glycaniphila and muciniphila genomes harbored multiple gene copies of mucin-degrading GHs. The only representative of the Lentisphaerae phylum, Victivallales, harbored a GH profile that closely mirrored Akkermansia. In the Actinobacteria phylum, we found several Actinomadura, Actinomyces, Bifidobacterium, Streptacidiphilus and Streptomyces species with mucin-degrading GHs. Within the Bacteroidetes phylum, Alistipes, Alloprevotella, Bacteroides, Fermenitomonas Parabacteroides, Prevotella and Phocaeicola species had mucin degrading GHs. Firmicutes contained Abiotrophia, Blautia, Enterococcus, Paenibacillus, Ruminococcus, Streptococcus, and Viridibacillus species with mucin-degrading GHs. Interestingly, far fewer mucin-degrading GHs were observed in the Proteobacteria phylum and were found in Klebsiella, Mixta, Serratia and Enterobacter species. We confirmed the mucin-degrading capability of 23 representative gut microbes using a chemically defined media lacking glucose supplemented with porcine intestinal mucus. These data greatly expand our knowledge of microbial-mediated mucin degradation within the human gut microbiota. ","In this paper , the authors systematically examined the CAZyme mucin-degrading profiles of the human gut microbiota and found that many other members of the healthy gut community with the capacity to degrade mucins."
"Mucin-driven ecological interactions in an in vitro synthetic community of human gut microbes","https://scispace.com/paper/mucin-driven-ecological-interactions-in-an-in-vitro-7k9a36erp8o3","2024","Journal Article","Glycobiology","Maryse D Berkhout
Athanasia Ioannou
Carol de Ram
Sjef Boeren
Caroline M. Plugge
Clara Belzer","10.1093/glycob/cwae085","","Specific human gut microbes inhabit the outer mucus layer of the gastrointestinal tract. Certain residents of this niche can degrade the large and complex mucin glycoproteins that constitute this layer and utilise the degradation products for their metabolism. In turn, this microbial mucin degradation drives specific microbiological ecological interactions in the human gut mucus layer. However, the exact nature of these interactions remains unknown. In this study, we designed and studied an in vitro mucin-degrading synthetic community that included mucin O-glycan degraders and cross-feeding microorganisms by monitoring community composition and dynamics through a combination of 16S rRNA gene amplicon sequencing and qPCR, mucin glycan degradation with PGC-LC-MS/MS, production of mucin-degrading enzymes and other proteins through metaproteomics, and metabolite production with HPLC. We demonstrated that specialist and generalist mucin O-glycan degraders stably co-exist and found evidence for cross-feeding relationships. Cross-feeding on the products of mucin degradation by other gut microbes resulted in butyrate production, hydrogenotrophic acetogenesis, sulfate reduction and methanogenesis. Metaproteomics analysis revealed that mucin glycan degraders Akkermansia muciniphila, Bacteroides spp. and Ruminococcus torques together contributed 92% of the total mucin O-glycan degrading enzyme pool of this community. Furthermore, comparative proteomics showed that in response to cultivation in a community compared to monoculture, mucin glycan degraders increased carbohydrate-active enzymes whereas we also found indications for niche differentiation. These results confirm the complexity of mucin-driven microbiological ecological interactions and the intricate role of carbohydrate-active enzymes in the human gut mucus layer. ","This study investigates mucin-driven ecological interactions in a synthetic human gut community, revealing stable coexistence of specialist and generalist mucin degraders, cross-feeding relationships, and diverse metabolic outcomes, including butyrate production and methanogenesis."
"Mucin utilization by gut microbiota: recent advances on characterization of key enzymes","https://scispace.com/paper/mucin-utilization-by-gut-microbiota-recent-advances-on-gqg41qk6","2023","Journal Article","Essays in Biochemistry","","10.1042/ebc20220121","","The gut microbiota interacts with the host through the mucus that covers and protects the gastrointestinal epithelium. The main component of the mucus are mucins, glycoproteins decorated with hundreds of different O-glycans. Some microbiota members can utilize mucin O-glycans as carbons source. To degrade these host glycans the bacteria express multiple carbohydrate-active enzymes (CAZymes) such as glycoside hydrolases, sulfatases and esterases which are active on specific linkages. The studies of these enzymes in an in vivo context have started to reveal their importance in mucin utilization and gut colonization. It is now clear that bacteria evolved multiple specific CAZymes to overcome the diversity of linkages found in O-glycans. Additionally, changes in mucin degradation by gut microbiota have been associated with diseases like obesity, diabetes, irritable bowel disease and colorectal cancer. Thereby understanding how CAZymes from different bacteria work to degrade mucins is of critical importance to develop new treatments and diagnostics for these increasingly prevalent health problems. This mini-review covers the recent advances in biochemical characterization of mucin O-glycan-degrading CAZymes and how they are connected to human health. ","In this paper , a mini-review covers the recent advances in biochemical characterization of mucin O-glycan-degrading CAZymes and how they are connected to human health."
"Mucin-derived O-glycans supplemented to diet mitigate diverse microbiota perturbations","https://scispace.com/paper/mucin-derived-o-glycans-supplemented-to-diet-mitigate-4bbkwoeqk7","2020","Posted Content","bioRxiv","Kali M. Pruss
Angela Marcobal
Audrey Southwick
Dylan Dahan
Samuel A. Smits
Jessica A. Ferreyra
Steven K. Higginbottom
Erica D. Sonnenburg
Purna C. Kashyap
Biswa Choudhury
Lars Bode
Justin L. Sonnenburg","10.1101/2020.06.09.140897","","Microbiota-accessible carbohydrates (MACs) are powerful modulators of microbiota composition and function. These substrates are often derived from diet, such as complex polysaccharides from plants or human milk oligosaccharides (HMOs) during breastfeeding. Host-derived mucus glycans on gut-secreted mucin proteins may serve as a continuous endogenous source of MACs for resident microbes; here we investigate the potential role of purified, orally-administered mucus glycans in maintaining a healthy microbial community. In this study, we liberated and purified O-linked glycans from porcine gastric mucin and assessed their efficacy in shaping the recovery of a perturbed microbiota in a mouse model. We found that porcine mucin glycans (PMGs) and HMOs enrich for taxonomically similar resident microbes. We demonstrate that PMGs aid recovery of the microbiota after antibiotic treatment, suppress C. difficile abundance, delay the onset of diet-induced obesity, and increase relative abundance of resident Akkermansia muciniphila. In silico analysis revealed that genes associated with mucus utilization are abundant and diverse in prevalent gut commensals and rare in enteric pathogens, consistent with these glycan-degrading capabilities being selected for during host development and throughout evolution of the host-microbe relationship. Importantly, we identify mucus glycans as a novel class of prebiotic compounds that can be used to mitigate perturbations to the microbiota and provide benefits to host physiology.","This study liberated and purified O-linked glycans from porcine gastric mucin and assessed their efficacy in shaping the recovery of a perturbed microbiota in a mouse model, and identified mucus glycans as a novel class of prebiotic compounds that can be used to mitigate perturbations to the microbiota and provide benefits to host physiology."
"The Human Gut Symbiont Ruminococcus Gnavus Shows Specificity to Blood Group A Antigen During Mucin Glycan Foraging: Implication for Niche Colonisation in the Gastrointestinal Tract","https://scispace.com/paper/the-human-gut-symbiont-ruminococcus-gnavus-shows-specificity-g2ezl34nes3p","","","","Haiyang Wu
Emmanuelle H. Crost
C. David Owen
Wouter van Bakel
Ana Martinez Gascuena
Dimitrios Latousakis
Thomas Hicks
Samuel Walpole
Paulina A. Urbanowicz
Didier Ndeh
Serena Monaco
Laura Sanchez Salom
Ryan Griffiths
Raven S. Reynolds
Anna Colvile
Daniel I. R. Spencer
Martin Walsh
Jesus Angulo
Nathalie Juge","10.1371/journal.pbio.3001498","","The human gut symbiont Ruminococcus gnavus displays strain-specific repertoires of glycoside hydrolases (GHs) contributing to its spatial location in the gut. Sequence similarity network analysis identified strain-specific differences in blood-group endo-β-1,4-galactosidase belonging to the GH98 family. We determined the substrate and linkage specificities of GH98 from R. gnavus ATCC 29149, RgGH98, against a range of defined oligosaccharides and glycoconjugates including mucin. We showed by HPAEC-PAD and LC-FD-MS/MS that RgGH98 is specific for blood group A tetrasaccharide type II (BgA II). Isothermal titration calorimetry (ITC) and saturation transfer difference (STD) NMR confirmed RgGH98 affinity for blood group A over blood group B and H antigens. The molecular basis of RgGH98 strict specificity was further investigated using a combination of glycan microarrays, site-directed mutagenesis, and X-ray crystallography. The crystal structures of RgGH98 in complex with BgA trisaccharide (BgAtri) and of RgGH98 E411A with BgA II revealed a dedicated hydrogen network of residues, which were shown by site-directed mutagenesis to be critical to the recognition of the BgA epitope. We demonstrated experimentally that RgGH98 is part of an operon of 10 genes that is overexpresssed in vitro when R. gnavus ATCC 29149 is grown on mucin as sole carbon source as shown by RNAseq analysis and RT-qPCR confirmed RgGH98 expression on BgA II growth. Using MALDI-ToF MS, we showed that RgGH98 releases BgAtri from mucin and that pretreatment of mucin with RgGH98 confered R. gnavus E1 the ability to grow, by enabling the E1 strain to metabolise BgAtri and access the underlying mucin glycan chain. These data further support that the GH repertoire of R. gnavus strains enable them to colonise different nutritional niches in the human gut and has potential applications in diagnostic and therapeutics against infection.","Ruminococcus gnavus, a human gut symbiont, exhibits specificity to blood group A antigen during mucin glycan foraging, enabling niche colonization in the gastrointestinal tract through a dedicated hydrogen network of residues and operon overexpression."
"Prevotella enzymes involved in mucin oligosaccharide degradation and evidence for a small operon of genes expressed during growth on mucin","https://scispace.com/paper/prevotella-enzymes-involved-in-mucin-oligosaccharide-1mkdgc6rgs","2000","Journal Article","Fems Microbiology Letters","Damian P. Wright
Douglas Rosendale
Anthony M. Roberton","10.1111/J.1574-6968.2000.TB09265.X","","Mucin desulfation is believed to be a rate-limiting step in mucin degradation by colon bacteria. The activities of enzymes hydrolysing nine linkages found in mucin oligosaccharide chains were measured using model substrates, in extracts of two mucin-degrading bacteria, Prevotella strain RS2 and Bacteroides fragilis. Sulfatases desulfating N-acetylglucosamine-6-sulfate, galactose-6-sulfate and galactose-3-sulfate were found. The genomic DNA downstream from the gene encoding the mucin-desulfating sulfatase (N-acetylglucosamine-6-sulfatase) in Prevotella was sequenced, and two putative genes identified which are likely to be coexpressed with this sulfatase, though their activities are unknown. Northern and Western analyses showed that expression of this short operon of three genes is increased during growth on mucin.","Northern and Western analyses showed that expression of this short operon of three genes is increased during growth on mucin, and two putative genes identified which are likely to be coexpressed with this sulfatase, though their activities are unknown."
"Prominent members of the human gut microbiota express endo-acting O-glycanases to initiate mucin breakdown","https://scispace.com/paper/prominent-members-of-the-human-gut-microbiota-express-endo-57jakiztjm","2019","Posted Content","bioRxiv","Lucy I. Crouch
Marcelo Vizoná Liberato
Paulina A. Urbanowicz
Arnaud Baslé
Christopher A. Lamb
Christopher J. Stewart
Katie Cooke
Mary Doona
Stephanie Needham
Richard R. W. Brady
Janet E. Berrington
Katarina Madunić
Manfred Wuhrer
Peter I. Chater
J. P. Pearson
Robert W. P. Glowacki
Eric C. Martens
Fuming Zhang
Robert J. Linhardt
Daniel Spencer
David N. Bolam","10.1101/835843","","The human gut microbiota (HGM) are closely associated with health, development and disease. The thick intestinal mucus layer, especially in the colon, is the key barrier between the contents of the lumen and the epithelial cells, providing protection against infiltration by the microbiota as well potential pathogens. The upper layer of the colonic mucus is a niche for a subset of the microbiota which utilise the mucin glycoproteins as a nutrient source and mucin grazing by the microbiota appears to play a key role in maintaining barrier function as well as community stability. Despite the importance of mucin breakdown for gut health, the mechanisms by which gut bacteria access this complex glycoprotein are not well understood. The current model for mucin degradation involves exclusively exo-acting glycosidases that sequentially trim monosaccharides from the termini of the glycan chains to eventually allow access to the mucin peptide backbone by proteases. However, this model is in direct contrast to the Sus paradigm of glycan breakdown used by the Bacteroidetes which involves extracellular cleavage of glycans by surface located endo-acting enzymes prior to import of the oligosaccharide products. Here we describe the discovery and characterisation of endo-acting family 16 glycoside hydrolases (GH16s) from prominent mucin degrading gut bacteria that specifically target the oligosaccharide side chains of intestinal mucins from both animals and humans. These endo-acting O-glycanases display β1,4-glactosidase activity and in several cases are surface located indicating they are involved in the initial step in mucin breakdown. The data suggest a new paradigm for mucin breakdown by the microbiota and the endo-mucinases provide a potential tool to explore changes that occur in mucin structure in intestinal disorders such as inflammatory bowel disease and colon cancer.","The discovery and characterisation of endo-acting family 16 glycoside hydrolases from prominent mucin degrading gut bacteria that specifically target the oligosaccharide side chains of intestinal mucins from both animals and humans are described."
"A Continuous Battle for Host-Derived Glycans Between a Mucus Specialist and a Glycan Generalist in vitro and in vivo.","https://scispace.com/paper/a-continuous-battle-for-host-derived-glycans-between-a-mucus-467o14g4lz","2021","Journal Article","Frontiers in Microbiology","Ioannis Kostopoulos
Steven Aalvink
Petia Kovatcheva-Datchary
Bart Nijsse
Fredrik Bäckhed
Jan Knol
Willem M. de Vos
Willem M. de Vos
Clara Belzer","10.3389/FMICB.2021.632454","","The human gastrointestinal tract is colonized by a diverse microbial community, which plays a crucial role in human health. In the gut, a protective mucus layer that consists of glycan structures separates the bacteria from the host epithelial cells. These host-derived glycans are utilized by bacteria that have adapted to this specific compound in the gastrointestinal tract. Our study investigated the close interaction between two distinct gut microbiota members known to use mucus glycans, the generalist Bacteroides thetaiotaomicron and the specialist Akkermansia muciniphila in vitro and in vivo. The in vitro study, in which mucin was the only nutrient source, indicated that B. thetaiotaomicron significantly upregulated genes coding for Glycoside Hydrolases (GHs) and mucin degradation activity when cultured in the presence of A. muciniphila. Furthermore, B. thetaiotaomicron significantly upregulated the expression of a gene encoding for membrane attack complex/perforin (MACPF) domain in co-culture. The transcriptome analysis also indicated that A. muciniphila was less affected by the environmental changes and was able to sustain its abundance in the presence of B. thetaiotaomicron while increasing the expression of LPS core biosynthesis activity encoding genes (O-antigen ligase, Lipid A and Glycosyl transferases) as well as ABC transporters. Using germ-free mice colonized with B. thetaiotaomicron and/or A. muciniphila, we observed a more general glycan degrading profile in B. thetaiotaomicron while the expression profile of A. muciniphila was not significantly affected when colonizing together, indicating that two different nutritional niches were established in mice gut. Thus, our results indicate that a mucin degrading generalist adapts to its changing environment, depending on available carbohydrates while a mucin degrading specialist adapts by coping with competing microorganism through upregulation of defense related genes.","This article investigated the close interaction between two distinct gut microbiota members known to use mucus glycans, the generalist Bacteroides thetaiotaomicron and the specialist Akkermansia muciniphila in vitro and in vivo."
"Mucin degradation in human colon ecosystems. Evidence for the existence and role of bacterial subpopulations producing glycosidases as extracellular enzymes.","https://scispace.com/paper/mucin-degradation-in-human-colon-ecosystems-evidence-for-the-uvck9x0xhw","1981","Journal Article","Journal of Clinical Investigation","Lansing C. Hoskins
Erwin T. Boulding","10.1172/JCI110009","","Recent work indicates that subpopulations of human fecal bacteria, averaging approximately 1% of the total viable fecal flora, degrade the oligosaccharide side chains of hog gastric mucin, which structurally resembles human epithelial mucins. Here we report studies to determine whether degradation of mucin oligosaccharides is related to glycosidase production by bacteria growing in anaerobic fecal cultures. Triplicate cultures containing hog gastric mucin were inoculated with serially diluted feces from each of seven healthy subjects. When the stationary growth phase was attained, mucin oligosaccharide degradation and both cell-bound and extracellular activities of four glycosidases were measured in each culture. Cell-bound beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase were present in bacteria growing at all levels of fecal inocula, including 10(-11) g. In contrast, extracellular activities were present in every culture inoculated with 10(-4)-10(-7) g feces, but were diminished or absent in cultures inoculated with 10(-8)-10(-11) g feces. Bacterial autolysis was an unlikely cause of extracellular glycosidase activity, since p-nitrophenyl-alpha-l-fucosidase remained cell bound in cultures at every level of fecal inoculum. Degradation of mucin oligosaccharides was associated with extracellular, but not with cell-bound beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase. Among the seven subjects, the estimated most probable numbers (MPN) of fecal bacteria producing extracellular beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase ranged from 10(6)-10(10)/g dry fecal wt, were comparable to the MPN of mucin-degrading bacteria, and were significantly smaller than the MPN of total fecal bacteria. We interpret these findings as evidence for the existence of bacterial subpopulations in the normal fecal flora that produce extracellular glycosidases, and that these subpopulations have a major role in degrading the complex oligosaccharides of mucin in the gut lumen.","Findings are interpreted as evidence for the existence of bacterial subpopulations in the normal fecal flora that produce extracellular glycosidases, and that theseSubpopulations have a major role in degrading the complex oligosaccharides of mucin in the gut lumen."
"Symbiotic Human Gut Bacteria with Variable Metabolic Priorities for Host Mucosal Glycans","https://scispace.com/paper/symbiotic-human-gut-bacteria-with-variable-metabolic-mlv4sxwno7","2015","Journal Article","Mbio","Nicholas A. Pudlo
Karthik Urs
Supriya Suresh Kumar
J. Bruce German
David A. Mills
Eric C. Martens","10.1128/MBIO.01282-15","","Many symbiotic gut bacteria possess the ability to degrade multiple polysaccharides, thereby providing nutritional advantages to their hosts. Like microorganisms adapted to other complex nutrient environments, gut symbionts give different metabolic priorities to substrates present in mixtures. We investigated the responses of Bacteroides thetaiotaomicron, a common human intestinal bacterium that metabolizes more than a dozen different polysaccharides, including the O-linked glycans that are abundant in secreted mucin. Experiments in which mucin glycans were presented simultaneously with other carbohydrates show that degradation of these host carbohydrates is consistently repressed in the presence of alternative substrates, even by B. thetaiotaomicron previously acclimated to growth in pure mucin glycans. Experiments with media containing systematically varied carbohydrate cues and genetic mutants reveal that transcriptional repression of genes involved in mucin glycan metabolism is imposed by simple sugars and, in one example that was tested, is mediated through a small intergenic region in a transcript-autonomous fashion. Repression of mucin glycan-responsive gene clusters in two other human gut bacteria, Bacteroides massiliensis and Bacteroides fragilis, exhibited variable and sometimes reciprocal responses compared to those of B. thetaiotaomicron, revealing that these symbionts vary in their preference for mucin glycans and that these differences occur at the level of controlling individual gene clusters. Our results reveal that sensing and metabolic triaging of glycans are complex processes that vary among species, underscoring the idea that these phenomena are likely to be hidden drivers of microbiota community dynamics and may dictate which microorganisms preferentially commit to various niches in a constantly changing nutritional environment. IMPORTANCE Human intestinal microorganisms impact many aspects of health and disease, including digestion and the propensity to develop disorders such as inflammation and colon cancer. Complex carbohydrates are a major component of the intestinal habitat, and numerous species have evolved and refined strategies to compete for these coveted nutrients. Our findings reveal that individual bacteria exhibit different preferences for carbohydrates emanating from host diet and mucosal secretions and that some of these prioritization strategies are opposite to one another. Thus, we reveal new aspects of how individual bacteria, some with otherwise similar metabolic potential, partition to “preferred niches” in the complex gut ecosystem, which has important and immediate implications for understanding and predicting the behavioral dynamics of this community.","Investigating the responses of Bacteroides thetaiotaomicron, a common human intestinal bacterium that metabolizes more than a dozen different polysaccharides, reveals new aspects of how individual bacteria partition to “preferred niches” in the complex gut ecosystem, which has important and immediate implications for understanding and predicting the behavioral dynamics of this community."
"Isolation and identification of mucin‐degrading bacteria originated from human faeces and their potential probiotic efficacy according to host–microbiome enterotype","https://scispace.com/paper/isolation-and-identification-of-mucin-degrading-bacteria-2t8aw6yp","2022","Journal Article","Journal of Applied Microbiology","Heng Yuan
Junyu Zhou
Nanxin Li
Xuangao Wu
ShaoKai Huang
Sunmin Park","10.1111/jam.15560","","Mucin‐degrading bacteria are known to be beneficial for gut health. We aimed to isolate human‐derived mucin‐degrading bacteria and identify potential probiotic characteristics and their effects on the bacterial community and short‐chain fatty acid (SCFA) production according to three different enterotypes of the host.","This work isolated human‐derived mucin‐degrading bacteria and identified potential probiotic characteristics and their effects on the bacterial community and short‐chain fatty acid (SCFA) production according to three different enterotypes of the host."
"Vancomycin-Resistant Enterococci May Obtain Nutritional Support by Scavenging Carbohydrate Fragments Generated During Mucin Degradation by the Anaerobic Microbiota of the Colon","https://scispace.com/paper/vancomycin-resistant-enterococci-may-obtain-nutritional-3ujp0b1skh","2006","Journal Article","Microbial Drug Resistance","Nicole J. Pultz
Lansing C. Hoskins
Curtis J. Donskey","10.1089/MDR.2006.12.63","","Vancomycin-resistant Enterococcus (VRE) is an important nosocomial pathogen that colonizes the intestinal tract. The substrates that provide nutritional support for VRE in the colon are not known. We tested the hypothesis that enzymatic breakdown of complex polysaccharides and glycoconjugates by other members of the indigenous microbiota could provide a source of nutrients for VRE. Nine vancomycin-resistant E. faecium strains were unable to ferment complex plant polysaccharides or hog gastric or bovine submaxillary mucin; however, each of the strains was able to ferment monosaccharides that are components of mucins and plant polysaccharides. Preincubation of hog gastric mucin with partially purified enzyme mixtures obtained from supernatants of Ruminococcus torques or a human stool specimen resulted in release of monosaccharides that supported growth of VRE. These results suggest that enzymatic breakdown of complex polysaccharides such as mucin by members of the indigenous microbiota may provide a source ...","Results suggest that enzymatic breakdown of complex polysaccharides such as mucin by members of the indigenous microbiota may provide a source of nutritional support for VRE."
