"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"<i>Ruminococcus torques</i> is a keystone degrader of intestinal mucin glycoprotein, releasing oligosaccharides used by <i>Bacteroides thetaiotaomicron</i>","https://scispace.com/paper/i-ruminococcus-torques-i-is-a-keystone-degrader-of-4tdyf0njl4","2024","Journal Article","Mbio","Sadie R. Gugel
Gabriel Vasconcelos Pereira
Ana S. Luís
Emily Madlambayan
Nicolas Terrapon
Matthew Ostrowski
Chunsheng Jin
Bernard Henrissat
NULL AUTHOR_ID
NULL AUTHOR_ID","10.1128/mbio.00039-24","","ABSTRACT Symbiotic interactions between humans and our communities of resident gut microbes (microbiota) play many roles in health and disease. Some gut bacteria utilize mucus as a nutrient source and can under certain conditions damage the protective barrier it forms, increasing disease susceptibility. We investigated how Ruminococcus torques— a known mucin degrader that has been implicated in inflammatory bowel diseases (IBDs)—degrades mucin glycoproteins or their component O -linked glycans to understand its effects on the availability of mucin-derived nutrients for other bacteria. We found that R. torques utilizes both mucin glycoproteins and released oligosaccharides from gastric and colonic mucins, degrading these substrates with a panoply of mostly constitutively expressed, secreted enzymes. Investigation of mucin oligosaccharide degradation by R. torques revealed strong α-L-fucosidase, sialidase and β1,4-galactosidase activities. There was a lack of detectable sulfatase and weak β1,3-galactosidase degradation, resulting in accumulation of glycans containing these structures on mucin polypeptides. While the Gram-negative symbiont, Bacteroides thetaiotaomicron grows poorly on mucin glycoproteins, we demonstrate a clear ability of R. torques to liberate products from mucins, making them accessible to B. thetaiotaomicron . This work underscores the diversity of mucin-degrading mechanisms in different bacterial species and the probability that some species are contingent on others for the ability to more fully access mucin-derived nutrients. The ability of R. torques to directly degrade a variety of mucin and mucin glycan structures and unlock released glycans for other species suggests that it is a keystone mucin degrader, which might contribute to its association with IBD. IMPORTANCE An important facet of maintaining healthy symbiosis between host and intestinal microbes is the mucus layer, the first defense protecting the epithelium from lumenal bacteria. Some gut bacteria degrade the various components of intestinal mucins, but detailed mechanisms used by different species are still emerging. It is imperative to understand these mechanisms as they likely dictate interspecies interactions and may illuminate species associated with bacterial mucus damage and subsequent disease susceptibility. Ruminococcus torques is positively associated with IBD in multiple studies. We identified mucin glycan-degrading enzymes in R. torques and found that it shares mucin degradation products with another species of gut bacteria, Bacteroides thetaiotaomicron . Our findings underscore the importance of understanding mucin degradation mechanisms in different gut bacteria and their consequences on interspecies interactions, which may identify keystone bacteria that disproportionately affect mucus damage and could therefore be key players in effects that result from reductions in mucus integrity. ","The ability of R. torques to directly degrade a variety of mucin and mucin glycan structures and unlock released glycans for other species suggests that it is a keystone mucin degrader, which might contribute to its association with IBD."
"Degradation of pig gastric and colonic mucins by bacteria isolated from the pig colon.","https://scispace.com/paper/degradation-of-pig-gastric-and-colonic-mucins-by-bacteria-1osu2wsf0b","1986","Journal Article","Applied and Environmental Microbiology","Roger Stanley
S P Ram
R K Wilkinson
Anthony M. Roberton","10.1128/AEM.51.5.1104-1109.1986","","Mucin degradation was studied with one Clostridium (RS42) and two Bacteroides (RS2 and RS13) strains isolated from the pig colon mucosa. Mucins from pig colon and stomach were prepared in their subunit forms for use as growth substrates, and the loss of the individual sugars from the mucins was measured after bacterial growth. Colonic mucin was more resistant to degradation than gastric mucin. The strains differed in their competence in degrading the mucins. Carbohydrate plus sulfate removal from gastric mucin varied from 63 to 76% for RS2, 37 to 46% for RS13, and 37 to 53% for RS42. All three strains removed more fucose (67 to 87%) and less sulfate (22 to 63%) than the average carbohydrate plus sulfate loss. Under the same conditions of growth, a mixed pig fecal culture removed 78% of sulfate and 96% of each sugar. Of the two major glycoprotein types present in the subunit pig gastric mucin preparation (R. A. Stanley, S. P. Lee, and A. M. Roberton, Biochim. Biophys. Acta 760:262-269, 1983), the less highly sulfated mucin was more susceptible to RS42 degradation. The degradation of gastric mucin by RS2 was not affected by glucose or high sulfate concentrations in the growth medium. The results show that the three strains of colon bacteria are capable of significant hydrolysis of mucin carbohydrate and that the extent of degradation seen with pure cultures is determined in part by the subunit glycoprotein type(s) present in the mucin.","The results show that the three strains of colon bacteria are capable of significant hydrolysis of mucin carbohydrate and that the extent of degradation seen with pure cultures is determined in part by the subunit glycoprotein type(s) present in the mucin."
"Identification and characterization of a sulfoglycosidase from Bifidobacterium bifidum implicated in mucin glycan utilization","https://scispace.com/paper/identification-and-characterization-of-a-sulfoglycosidase-22xr294ivh","2017","Journal Article","Bioscience, Biotechnology, and Biochemistry","Toshihiko Katoh
Takako Maeshibu
Kei-ichi Kikkawa
Aina Gotoh
Yusuke Tomabechi
Motoharu Nakamura
Wei-Hsiang Liao
Masanori Yamaguchi
Hisashi Ashida
Kenji Yamamoto
Takane Katayama","10.1080/09168451.2017.1361810","","Human gut symbiont bifidobacteria possess carbohydrate-degrading enzymes that act on the O-linked glycans of intestinal mucins to utilize those carbohydrates as carbon sources. However, our knowledge about mucin type O-glycan degradation by bifidobacteria remains fragmentary, especially regarding how they decompose sulfated glycans, which are abundantly found in mucin sugar-chains. Here, we examined the abilities of several Bifidobacterium strains to degrade a sulfated glycan substrate and identified a 6-sulfo-β-d-N-acetylglucosaminidase, also termed sulfoglycosidase, encoded by bbhII from Bifidobacterium bifidum JCM 7004. A recombinant BbhII protein showed a substrate preference toward 6-sulfated and 3,4-disulfated N-acetylglucosamines over non-sulfated and 3-sulfated N-acetylglucosamines. The purified BbhII directly released 6-sulfated N-acetylglucosamine from porcine gastric mucin and the expression of bbhII was moderately induced in the presence of mucin. This de-capping activity may promote utilization of sulfated glycans of mucin by other bacteria including bifidobacteria, thereby establishing the symbiotic relationship between human and gut microbes.","A 6-sulfo-β-d-N-acetylglucosaminidase encoded by bbhII is identified which is involved in the mucin degradation pathway of Bifidobacterium bifidum and may promote utilization of sulfated glycans of mucin by other bacteria including b ifidobacteria, thereby establishing the symbiotic relationship between human and gut microbes."
"<i>Clostridioides difficile</i> -mucus interactions encompass shifts in gene expression, metabolism, and biofilm formation","https://scispace.com/paper/i-clostridioides-difficile-i-mucus-interactions-encompass-14fk5kux3y","2024","Journal Article","mSphere","Kathleen L. Furtado
Lucas Plott
Matthew R. Markovetz
Deborah Powers
Hao Wang
David B. Hill
Jason A. Papin
Nancy L. Allbritton
Rita Tamayo","10.1128/msphere.00081-24","","ABSTRACT In a healthy colon, the stratified mucus layer serves as a crucial innate immune barrier to protect the epithelium from microbes. Mucins are complex glycoproteins that serve as a nutrient source for resident microflora and can be exploited by pathogens. We aimed to understand how the intestinal pathogen, Clostridioides difficile , independently uses or manipulates mucus to its benefit, without contributions from members of the microbiota. Using a 2-D primary human intestinal epithelial cell model to generate physiologic mucus, we assessed C. difficile- mucus interactions through growth assays, RNA-Seq, biophysical characterization of mucus, and contextualized metabolic modeling. We found that host-derived mucus promotes C. difficile growth both in vitro and in an infection model. RNA-Seq revealed significant upregulation of genes related to central metabolism in response to mucus, including genes involved in sugar uptake, the Wood-Ljungdahl pathway, and the glycine cleavage system. In addition, we identified differential expression of genes related to sensing and transcriptional control. Analysis of mutants with deletions in highly upregulated genes reflected the complexity of C. difficile -mucus interactions, with potential interplay between sensing and growth. Mucus also stimulated biofilm formation in vitro , which may in turn alter the viscoelastic properties of mucus. Context-specific metabolic modeling confirmed differential metabolism and the predicted importance of enzymes related to serine and glycine catabolism with mucus. Subsequent growth experiments supported these findings, indicating mucus is an important source of serine. Our results better define responses of C. difficile to human gastrointestinal mucus and highlight flexibility in metabolism that may influence pathogenesis. IMPORTANCE Clostridioides difficile results in upward of 250,000 infections and 12,000 deaths annually in the United States. Community-acquired infections continue to rise, and recurrent disease is common, emphasizing a vital need to understand C. difficile pathogenesis. C. difficile undoubtedly interacts with colonic mucus, but the extent to which the pathogen can independently respond to and take advantage of this niche has not been explored extensively. Moreover, the metabolic complexity of C. difficile remains poorly understood but likely impacts its capacity to grow and persist in the host. Here, we demonstrate that C. difficile uses native colonic mucus for growth, indicating C. difficile possesses mechanisms to exploit the mucosal niche. Furthermore, mucus induces metabolic shifts and biofilm formation in C. difficile , which has potential ramifications for intestinal colonization. Overall, our work is crucial to better understand the dynamics of C. difficile -mucus interactions in the context of the human gut. ","C. difficile uses mucus for growth, metabolic shifts, and biofilm formation. Mucus promotes C. difficile growth and induces metabolic changes, including upregulation of central metabolism and biofilm formation."
"Mucin-bacterial interactions in the human oral cavity and digestive tract","https://scispace.com/paper/mucin-bacterial-interactions-in-the-human-oral-cavity-and-1o4l8ch0cn","2010","Journal Article","Gut microbes","Muriel Derrien
Mark W. J. van Passel
Jeroen H.B. van de Bovenkamp
Raymond G Schipper
Willem M. de Vos
Jan Dekker","10.4161/GMIC.1.4.12778","","Mucins are a family of heavily glycosylated proteins that are the major organic components of the mucus layer, the protective layer covering the epithelial cells in many human and animal organs, including the entire gastro-intestinal tract. Microbes that can associate with mucins benefit from this interaction since they can get available nutrients, experience physico-chemical protection and adhere, resulting in increased residence time. Mucin-degrading microorganisms, which often are found in consortia, have not been extensively characterized as mucins are high molecular weight glycoproteins that are hard to study because of their size, complexity and heterogeneity. The purpose of this review is to discuss how advances in mucus and mucin research, and insight in the microbial ecology promoted our understanding of mucin degradation. Recent insight is presented in mucin structure and organization, the microorganisms known to use mucin as growth substrate, with a specific attention on Akkermansia muciniphila, and the molecular basis of microbial mucin degradation owing to availability of genome sequences.","This review discusses how advances in mucus and mucin research, and insight in the microbial ecology promoted the understanding of mucin degradation, and recent insight is presented in mucin structure and organization."
"Fermentation of mucin by bifidobacteria from rectal samples of humans and rectal and intestinal samples of animals","https://scispace.com/paper/fermentation-of-mucin-by-bifidobacteria-from-rectal-samples-ddifg3i026","2011","Journal Article","Folia Microbiologica","Jiří Killer
Milan Marounek","10.1007/S12223-011-0022-4","","Bifidobacteria (246 strains in total) were isolated from rectal samples of infants and adult humans and animals, and from intestinal samples of calves. Twenty-five strains grew well on mucin: 20 from infants, two from adults, and three from goatlings. Poor or no growth on mucin was observed in 156 bifidobacterial strains of animal origin. The difference between human and animal isolates in ability to grow on mucin was significant at p < 0.001. Nine human strains with the best growth on mucin were identified as Bifidobacterium bifidum. These strains produced extracellular, membrane-bound, and intracellular mucinases with activities of 0.11, 0.53, and 0.09 μmol/min of reducing sugars per milligram of protein, respectively. Membrane-bound mucinases were active between pH 5 and 10. The optimum pH of extracellular mucinases was 6–7. Fermentation patterns in cultures grown on mucin and glucose differed. On mucin, the acetate-to-lactate ratio was higher than in cultures grown on glucose (p = 0.012). We showed that the bifidobacteria belong to the mucin-fermenting bacteria in humans, but their significance in mucin degradation in animals seems to be limited.","It is shown that the bifidobacteria belong to the mucin-fermenting bacteria in humans, but their significance in mucin degradation in animals seems to be limited."
"Formation of glycoprotein degrading enzymes by Bacteroides fragilis.","https://scispace.com/paper/formation-of-glycoprotein-degrading-enzymes-by-bacteroides-45cjj1djp4","1991","Journal Article","Fems Microbiology Letters","George T. Macfarlane
Glenn R. Gibson","10.1016/0378-1097(91)90567-T","","Bacteroides fragilis NCDO 2217 produced a wide range of cell-associated hydrolytic enzymes (neuraminidase, alpha-fucosidase, alpha-N-acetylgalactosaminidase, beta-galactosidase, beta-N-acetylglucosaminidase) that could potentially degrade the carbohydrate moieties of mucin, a complex glycoprotein. The type of substrate used for growth markedly influenced their formation in batch cultures. Synthesis of neuraminidase, alpha-fucosidase, alpha-N-acetylgalactosaminidase and to a lesser extent, beta-N-acetylglucosaminidase, was inversely related to growth rate in continuous cultures (D = 0.03 h-1-0.23 h-1) in which porcine gastric mucin provided the sole source of carbon and nitrogen.","Synthesis of neuraminidase, alpha-fucosidase and to a lesser extent, beta-N-acetylglucosamidase was inversely related to growth rate in continuous cultures in which porcine gastric mucin provided the sole source of carbon and nitrogen."
"Identification of Allobaculum mucolyticum as a novel human intestinal mucin degrader","https://scispace.com/paper/identification-of-allobaculum-mucolyticum-as-a-novel-human-3xwff8m4wp","2021","Journal Article","Gut microbes","Guus H. van Muijlwijk
Guido van Mierlo
Guido van Mierlo
Pascal W.T.C. Jansen
Michiel Vermeulen
Nancy M. C. Bleumink-Pluym
Noah W. Palm
Jos P. M. van Putten
Marcel R. de Zoete","10.1080/19490976.2021.1966278","","The human gut microbiota plays a central role in intestinal health and disease. Yet, many of its bacterial constituents are functionally still largely unexplored. A crucial prerequisite for bacterial survival and proliferation is the creation and/or exploitation of an own niche. For many bacterial species that are linked to human disease, the inner mucus layer was found to be an important niche. Allobaculum mucolyticum is a newly identified, IBD-associated species that is thought be closely associated with the host epithelium. To explore how this bacterium is able to effectively colonize this niche, we screened its genome for factors that may contribute to mucosal colonization. Up to 60 genes encoding putative Carbohydrate Active Enzymes (CAZymes) were identified in the genome of A. mucolyticum. Mass spectrometry revealed 49 CAZymes of which 26 were significantly enriched in its secretome. Functional assays demonstrated the presence of CAZyme activity in A. mucolyticum conditioned medium, degradation of human mucin O-glycans, and utilization of liberated non-terminal monosaccharides for bacterial growth. The results support a model in which sialidases and fucosidases remove terminal O-glycan sugars enabling subsequent degradation and utilization of carbohydrates for A. mucolyticum growth. A. mucolyticum CAZyme secretion may thus facilitate bacterial colonization and degradation of the mucus layer and may pose an interesting target for future therapeutic intervention.","In this article, Allobaculum mucolyticum is identified as a newly identified, IBD-associated species that is thought be closely associated with the host epithelium."
"Blood Group B Degrading Activity of Ruminococcus gnavus α-Galactosidase","https://scispace.com/paper/blood-group-b-degrading-activity-of-ruminococcus-gnavus-a-1353do5pn3","2004","Journal Article","Artificial Cells, Blood Substitutes, and Biotechnology","D. Jane Hata
Daniel S. Smith","10.1081/BIO-120037831","","Ruminococcus gnavus is a Gram positive, nonspore-forming obligate anaerobe normally found in the human alimentary tract. In culture, this organism constitutively produces a 1–3 α-galactosidase. We fractionated and characterized this enzyme demonstrating hydrolysis of the B epitope on erythrocyte membranes and seroconversion to H epitope (blood type O). Since the enzyme yield was low, cell suspension studies could not be performed. Instead, hydrolysis of the B membrane epitope was studied with an ELISA. A highly purified enzyme product was analyzed for characteristics such as pH, ionic strength, and temperature optimum. Activity in red cell preservative solutions and in the presence of type B plasma was also demonstrated. Ruminococcus gnavus a 1–3 α-galactosidase has potential application in the enzymatic conversion of type B to O packed red blood cell units.","Ruminococcus gnavus a 1–3 α-galactosidase has potential application in the enzymatic conversion of type B to O packed red blood cell units."
"Phenotypic and genomic diversification in complex carbohydrate degrading human gut bacteria","https://scispace.com/paper/phenotypic-and-genomic-diversification-in-complex-3524mqg6g1","2021","Posted Content","bioRxiv","Nicholas A. Pudlo
Karthik Urs
Robert W. Crawford
Ali Pirani
T. Atherly
Jimenez R
Nicolas Terrapon
Bernard Henrissat
Daniel A. Peterson
C.J. Ziemer
Evan S. Snitkin
Eric C. Martens","10.1101/2021.07.15.452266","","Symbiotic bacteria are responsible for the majority of complex carbohydrate digestion in the human colon. Since the identities and amounts of dietary polysaccharides directly impact the gut microbiota, determining which microorganisms consume specific nutrients is central to defining the relationship between diet and gut microbial ecology. Using a custom phenotyping array, we determined carbohydrate utilization profiles for 354 members of the Bacteroidetes, a dominant saccharolytic phylum. There was wide variation in the numbers and types of substrates degraded by individual bacteria, but phenotype-based clustering grouped members of the same species indicating that each species performs characteristic roles. The ability to utilize dietary polysaccharides and endogenous mucin glycans was negatively correlated, suggesting exclusion between these niches. By analyzing related Bacteroides ovatus/xylanisolvens strains that vary in their ability to utilize mucin glycans, we addressed whether gene clusters that confer this complex, multi-locus trait are being gained or lost in individual strains. Pangenome reconstruction of these strains revealed a remarkably mosaic architecture in which genes involved in polysaccharide metabolism are highly variable and bioinformatics data provide evidence of interspecies gene transfer that might explain this genomic heterogeneity. Global transcriptomic analyses suggest that the ability to utilize mucin has been lost in some lineages of B. ovatus and B. xylanisolvens, which still harbor residual gene clusters that are involved in mucin utilization by strains that still actively express this phenotype. Our data provide insight into the breadth and complexity of carbohydrate metabolism in the microbiome and the underlying genomic events that shape these behaviors.","This article used a custom phenotyping array to determine carbohydrate utilization profiles for 354 members of the Bacteroidetes, a dominant saccharolytic phylum, and found that the ability to utilize dietary polysaccharides and endogenous mucin glycans was negatively correlated."
"Mucin degradation in human colon ecosystems. Degradation of hog gastric mucin by fecal extracts and fecal cultures","https://scispace.com/paper/mucin-degradation-in-human-colon-ecosystems-degradation-of-48k6igbh4m","1981","Journal Article","Gastroenterology","Easwaran P. Variyam
Lansing C. Hoskins","10.1016/0016-5085(81)90502-3","","","It is concluded that, as in the rat, the human enteric microflora degrades mucin carbohydrate moieties extensively and the mucin protein to a lesser extent."
"Mucin as a Functional Niche Is a More Important Driver of In Vitro Gut Microbiota Composition and Functionality than Akkermansia muciniphila Supplementation","https://scispace.com/paper/mucin-as-a-functional-niche-is-a-more-important-driver-of-in-35juzvz4sa","2021","Journal Article","Applied and Environmental Microbiology","Florence Van Herreweghen
Kim De Paepe
Massimo Marzorati
Tom Van de Wiele","10.1128/AEM.02647-20","","Akkermansia muciniphila is an abundantly present commensal mucin-degrading gut bacterium (1 to 4%) that is widely distributed among healthy individuals. It has been positioned as a health biomarker and is currently being explored as a biotherapeutic agent and next-generation probiotic. Preliminary and ongoing research is mostly based on in vivo mouse models and human intervention trials. While these allow the assessment of physiologically relevant endpoints, the analysis of fecal samples presents limitations with respect to the in-depth mechanistic characterization of Akkermansia′s effects at the level of the microbiome. We aimed to evaluate the effect of A. muciniphila treatment on the endogenous community from four different donors in a validated, controlled in vitro model of the gut microbial ecosystem (SHIME). Taking into account the nutritional specificity of A. muciniphila and the prebiotic-like action of mucins in the colon environment, the interplay between mucin, A. muciniphila, and the endogenous community was investigated. The effects on the microbial community composition and functionality of A. muciniphila supplementation without mucin were limited, whereas mucin addition successfully induced compositional and metabolic changes in the gut microbiota. Indeed, mucin addition resulted in significantly higher acetate, propionate, and butyrate production for all four donors and the increase of several bacteria, including A. muciniphila, Ruminococcus, Clostridium cluster XIVa, and Lachnospiraceae. This study revealed that the supplementation of A. muciniphila together with mucin limited the observed prebiotic-like effect of mucin in inducing compositional changes. IMPORTANCE Research into the identification of biomarkers for gut health and ways to modulate the microbiota composition and activity to improve health has put Akkermansia muciniphila in the spotlight. As a mucin degrader, A. muciniphila colonizes the interesting but not fully described host-glycan degradation niche. Much research concerning A. muciniphila has been done, but little is known about its behavior in the complex microbial ecosystem in the colon, the potential of mucins to influence A. muciniphila behavior, and the impact of its probiotic administration on the microbial ecosystem. This study aimed at investigating the impact of A. muciniphila administration on the endogenous community while also taking into account its nutritional specificity. As such, the effect of A. muciniphila administration was investigated with and without addition of mucin. This allowed us to elucidate the importance of the presence of mucin to modulate the efficiency of probiotic supplementation with A. muciniphila.","It is revealed that the supplementation of A. muciniphila together with mucin limited the observed prebiotic-like effect of mucin in inducing compositional changes in the gut microbiota."
